gamma,NRC3,,
0.078011632,0.008730664,,
0.078167655,0.008750537,,
0.078323677,0.008770391,,
0.0784797,0.008790226,,
0.078635722,0.008810043,,
0.078791745,0.008829842,,
0.078947768,0.008849619,,
0.07910379,0.00886938,,
0.07925982,0.008889123,,
0.079415843,0.008908845,,
0.079571865,0.008928549,,
0.079727888,0.008948234,,
0.079883911,0.008967901,,
0.080039933,0.00898755,,
0.080195956,0.009007181,,
0.080351979,0.009026793,,
0.080508009,0.009046386,,
0.080664031,0.009065961,,
0.080820054,0.009085519,,
0.080976076,0.009105058,,
0.081132099,0.009124581,,
0.081288122,0.009144084,,
0.081444144,0.00916357,,
0.081600174,0.009183036,,
0.081756197,0.009202487,,
0.08191222,0.00922192,,
0.082068242,0.009241331,,
0.082224265,0.009260729,,
0.082380287,0.009280109,,
0.08253631,0.009299469,,
0.082692333,0.009318814,,
0.082848363,0.009338141,,
0.083004385,0.009357449,,
0.083160408,0.00937674,,
0.08331643,0.009396015,,
0.083472453,0.00941527,,
0.083628476,0.009434509,,
0.083784498,0.009453733,,
0.083940521,0.009472939,,
0.084096551,0.009492127,,
0.084252574,0.009511298,,
0.084408596,0.00953045,,
0.084564619,0.009549589,,
0.084720641,0.009568708,,
0.084876664,0.009587811,,
0.085032687,0.009606899,,
0.085188709,0.009625967,,
0.085344739,0.009645021,,
0.085500762,0.009664056,,
0.085656784,0.009683077,,
0.085812807,0.009702081,,
0.08596883,0.009721068,,
0.086124852,0.009740035,,
0.086280875,0.00975899,,
0.086436905,0.009777929,,
0.086592928,0.009796849,,
0.08674895,0.009815752,,
0.086904973,0.009834641,,
0.087060995,0.009853512,,
0.087217018,0.009872368,,
0.087373041,0.009891207,,
0.087529063,0.00991003,,
0.087685093,0.009928838,,
0.087841116,0.009947631,,
0.087997139,0.009966405,,
0.088153161,0.009985167,,
0.088309184,0.010003909,,
0.088465206,0.010022637,,
0.088621229,0.010041349,,
0.088777252,0.010060046,,
0.088933282,0.010078726,,
0.089089304,0.01009739,,
0.089245327,0.010116038,,
0.089401349,0.010134674,,
0.089557372,0.010153292,,
0.089713395,0.010171894,,
0.089869417,0.01019048,,
0.09002544,0.010209051,,
0.09018147,0.010227609,,
0.090337493,0.01024615,,
0.090493515,0.010264674,,
0.090649538,0.010283185,,
0.09080556,0.010301678,,
0.090961583,0.01032016,,
0.091117606,0.010338625,,
0.091273636,0.010357074,,
0.091429658,0.010375508,,
0.091585681,0.010393927,,
0.091741703,0.010412332,,
0.091897726,0.010430722,,
0.092053749,0.010449096,,
0.092209771,0.010467455,,
0.092365794,0.010485799,,
0.092521824,0.01050413,,
0.092677847,0.010522445,,
0.092833869,0.010540745,,
0.092989892,0.01055903,,
0.093145914,0.010577302,,
0.093301937,0.010595557,,
0.09345796,0.010613799,,
0.093613982,0.010632028,,
0.093770012,0.010650239,,
0.093926035,0.010668439,,
0.094082057,0.010686621,,
0.09423808,0.010704791,,
0.094394103,0.010722945,,
0.094550125,0.010741087,,
0.094706148,0.010759212,,
0.094862171,0.010777323,,
0.095018201,0.010795422,,
0.095174223,0.010813507,,
0.095330246,0.010831576,,
0.095486268,0.010849631,,
0.095642291,0.010867672,,
0.095798314,0.0108857,,
0.095954336,0.010903712,,
0.096110359,0.010921711,,
0.096266389,0.010939697,,
0.096422412,0.010957668,,
0.096578434,0.010975625,,
0.096734457,0.010993569,,
0.096890479,0.011011498,,
0.097046502,0.011029413,,
0.097202525,0.011047314,,
0.097358555,0.011065204,,
0.097514577,0.011083079,,
0.0976706,0.011100939,,
0.097826622,0.011118787,,
0.097982645,0.01113662,,
0.098138668,0.011154441,,
0.09829469,0.011172247,,
0.098450713,0.01119004,,
0.098606743,0.011207822,,
0.098762766,0.011225588,,
0.098918788,0.01124334,,
0.099074811,0.011261079,,
0.099230833,0.011278806,,
0.099386856,0.011296518,,
0.099542879,0.011314217,,
0.099698901,0.011331903,,
0.099854931,0.011349577,,
0.100010954,0.011367236,,
0.100166976,0.011384883,,
0.100322999,0.011402518,,
0.100479022,0.011420138,,
0.100635044,0.011437747,,
0.100791067,0.01145534,,
0.100947089,0.011472921,,
0.10110312,0.011490491,,
0.101259142,0.011508047,,
0.101415165,0.011525589,,
0.101571187,0.011543117,,
0.10172721,0.011560635,,
0.101883233,0.011578138,,
0.102039255,0.01159563,,
0.102195285,0.011613109,,
0.102351308,0.011630575,,
0.10250733,0.011648027,,
0.102663353,0.011665469,,
0.102819376,0.011682895,,
0.102975398,0.01170031,,
0.103131421,0.011717714,,
0.103287444,0.011735102,,
0.103443474,0.011752482,,
0.103599496,0.011769846,,
0.103755519,0.011787199,,
0.103911541,0.011804538,,
0.104067564,0.011821866,,
0.104223587,0.011839182,,
0.104379609,0.011856483,,
0.104535632,0.011873773,,
0.104691662,0.011891053,,
0.104847685,0.01190832,,
0.105003707,0.011925573,,
0.10515973,0.011942814,,
0.105315752,0.011960044,,
0.105471775,0.01197726,,
0.105627798,0.011994465,,
0.10578382,0.012011657,,
0.10593985,0.012028839,,
0.106095873,0.012046007,,
0.106251895,0.012063163,,
0.106407918,0.012080309,,
0.106563941,0.012097441,,
0.106719963,0.012114561,,
0.106875986,0.01213167,,
0.107032016,0.012148767,,
0.107188039,0.012165853,,
0.107344061,0.012182926,,
0.107500084,0.012199988,,
0.107656106,0.012217036,,
0.107812129,0.012234072,,
0.107968152,0.012251101,,
0.108124174,0.012268113,,
0.108280204,0.012285117,,
0.108436227,0.012302106,,
0.108592249,0.012319086,,
0.108748272,0.012336054,,
0.108904295,0.01235301,,
0.109060317,0.012369955,,
0.10921634,0.012386886,,
0.109372362,0.012403807,,
0.109528393,0.012420719,,
0.109684415,0.012437616,,
0.109840438,0.012454504,,
0.10999646,0.012471379,,
0.110152483,0.012488243,,
0.110308506,0.012505095,,
0.110464528,0.012521937,,
0.110620551,0.012538766,,
0.110776581,0.012555587,,
0.110932603,0.012572391,,
0.111088626,0.012589189,,
0.111244649,0.012605974,,
0.111400671,0.012622747,,
0.111556694,0.012639509,,
0.111712717,0.012656261,,
0.111868747,0.012673002,,
0.112024769,0.012689729,,
0.112180792,0.012706447,,
0.112336814,0.012723155,,
0.112492837,0.012739849,,
0.11264886,0.012756535,,
0.112804882,0.01277321,,
0.112960905,0.012789873,,
0.113116935,0.012806525,,
0.113272958,0.012823164,,
0.11342898,0.012839796,,
0.113585003,0.012856414,,
0.113741025,0.012873021,,
0.113897048,0.012889618,,
0.114053071,0.012906206,,
0.114209093,0.012922782,,
0.114365123,0.01293935,,
0.114521146,0.012955899,,
0.114677168,0.012972446,,
0.114833191,0.012988977,,
0.114989214,0.013005501,,
0.115145236,0.013022013,,
0.115301259,0.013038511,,
0.115457281,0.013055001,,
0.115613312,0.013071482,,
0.115769334,0.013087952,,
0.115925357,0.013104408,,
0.116081379,0.013120857,,
0.116237402,0.013137294,,
0.116393425,0.013153721,,
0.116549447,0.013170136,,
0.116705477,0.013186544,,
0.1168615,0.013202939,,
0.117017522,0.013219324,,
0.117173545,0.0132357,,
0.117329568,0.013252063,,
0.11748559,0.013268418,,
0.117641613,0.013284761,,
0.117797635,0.013301093,,
0.117953666,0.013317417,,
0.118109688,0.013333729,,
0.118265711,0.013350032,,
0.118421733,0.013366324,,
0.118577756,0.013382605,,
0.118733779,0.013398877,,
0.118889801,0.01341514,,
0.119045824,0.013431392,,
0.119201854,0.013447632,,
0.119357876,0.013463863,,
0.119513899,0.013480086,,
0.119669922,0.013496296,,
0.119825944,0.013512497,,
0.119981967,0.013528689,,
0.12013799,0.013544868,,
0.120294012,0.01356104,,
0.120450042,0.013577201,,
0.120606065,0.013593353,,
0.120762087,0.013609494,,
0.12091811,0.013625625,,
0.121074133,0.013641745,,
0.121230155,0.013657858,,
0.121386178,0.013673957,,
0.121542208,0.013690051,,
0.121698231,0.013706133,,
0.121854253,0.013722205,,
0.122010276,0.013738268,,
0.122166298,0.013754319,,
0.122322321,0.013770363,,
0.122478344,0.013786397,,
0.122634366,0.013802419,,
0.122790396,0.013818435,,
0.122946419,0.01383444,,
0.123102441,0.013850433,,
0.123258464,0.013866418,,
0.123414487,0.013882394,,
0.123570509,0.013898359,,
0.123726532,0.013914313,,
0.123882554,0.013930262,,
0.124038585,0.013946199,,
0.124194607,0.013962125,,
0.12435063,0.013978043,,
0.124506652,0.013993952,,
0.124662675,0.014009851,,
0.124818698,0.014025741,,
0.12497472,0.014041622,,
0.125130743,0.014057491,,
0.125286773,0.014073354,,
0.125442788,0.014089203,,
0.125598818,0.014105048,,
0.125754833,0.014120879,,
0.125910863,0.014136705,,
0.126066893,0.014152519,,
0.126222908,0.014168324,,
0.126378939,0.014184121,,
0.126534954,0.014199906,,
0.126690984,0.014215685,,
0.126846999,0.014231453,,
0.127003029,0.014247211,,
0.127159059,0.014262963,,
0.127315074,0.014278702,,
0.127471104,0.014294434,,
0.127627119,0.014310155,,
0.127783149,0.014325868,,
0.127939165,0.014341572,,
0.128095195,0.014357268,,
0.128251225,0.014372956,,
0.12840724,0.014388629,,
0.12856327,0.014404299,,
0.128719285,0.014419957,,
0.128875315,0.014435607,,
0.12903133,0.014451247,,
0.12918736,0.014466881,,
0.129343376,0.014482502,,
0.129499406,0.014498117,,
0.129655436,0.014513724,,
0.129811451,0.014529318,,
0.129967481,0.014544905,,
0.130123496,0.014560484,,
0.130279526,0.014576053,,
0.130435541,0.014591613,,
0.130591571,0.014607166,,
0.130747601,0.01462271,,
0.130903617,0.014638241,,
0.131059647,0.014653767,,
0.131215662,0.014669285,,
0.131371692,0.014684794,,
0.131527707,0.014700292,,
0.131683737,0.014715782,,
0.131839767,0.014731266,,
0.131995782,0.014746739,,
0.132151812,0.014762204,,
0.132307827,0.014777658,,
0.132463858,0.014793105,,
0.132619873,0.014808542,,
0.132775903,0.014823974,,
0.132931918,0.014839394,,
0.133087948,0.014854806,,
0.133243978,0.014870211,,
0.133399993,0.014885607,,
0.133556023,0.014900993,,
0.133712038,0.014916371,,
0.133868068,0.014931743,,
0.134024084,0.014947102,,
0.134180114,0.014962456,,
0.134336144,0.0149778,,
0.134492159,0.014993137,,
0.134648189,0.015008464,,
0.134804204,0.015023783,,
0.134960234,0.015039095,,
0.135116249,0.015054395,,
0.135272279,0.015069691,,
0.135428295,0.015084975,,
0.135584325,0.015100253,,
0.135740355,0.015115522,,
0.13589637,0.015130783,,
0.1360524,0.015146037,,
0.136208415,0.015161279,,
0.136364445,0.015176514,,
0.13652046,0.015191741,,
0.13667649,0.015206961,,
0.13683252,0.015222173,,
0.136988536,0.015237376,,
0.137144566,0.01525257,,
0.137300581,0.015267755,,
0.137456611,0.015282935,,
0.137612626,0.015298104,,
0.137768656,0.015313268,,
0.137924686,0.01532842,,
0.138080701,0.015343565,,
0.138236731,0.015358704,,
0.138392746,0.015373833,,
0.138548777,0.015388954,,
0.138704792,0.015404066,,
0.138860822,0.015419173,,
0.139016837,0.015434269,,
0.139172867,0.01544936,,
0.139328897,0.015464441,,
0.139484912,0.015479514,,
0.139640942,0.01549458,,
0.139796957,0.015509636,,
0.139952987,0.015524686,,
0.140109003,0.015539725,,
0.140265033,0.015554761,,
0.140421063,0.015569788,,
0.140577078,0.015584804,,
0.140733108,0.015599814,,
0.140889123,0.015614815,,
0.141045153,0.015629809,,
0.141201168,0.015644794,,
0.141357198,0.015659772,,
0.141513228,0.015674744,,
0.141669244,0.015689705,,
0.141825274,0.01570466,,
0.141981289,0.015719607,,
0.142137319,0.015734546,,
0.142293334,0.015749477,,
0.142449364,0.015764402,,
0.142605379,0.015779316,,
0.142761409,0.015794227,,
0.142917439,0.015809126,,
0.143073454,0.015824018,,
0.143229485,0.015838904,,
0.1433855,0.015853779,,
0.14354153,0.015868653,,
0.143697545,0.015883513,,
0.143853575,0.015898369,,
0.144009605,0.015913216,,
0.14416562,0.015928054,,
0.14432165,0.015942885,,
0.144477665,0.015957711,,
0.144633695,0.015972527,,
0.144789711,0.015987337,,
0.144945741,0.016002135,,
0.145101756,0.01601693,,
0.145257786,0.016031718,,
0.145413816,0.016046494,,
0.145569831,0.016061267,,
0.145725861,0.016076034,,
0.145881876,0.016090788,,
0.146037906,0.016105536,,
0.146193922,0.016120275,,
0.146349952,0.016135013,,
0.146505982,0.016149739,,
0.146661997,0.016164457,,
0.146818027,0.016179169,,
0.146974042,0.016193876,,
0.147130072,0.01620857,,
0.147286087,0.016223259,,
0.147442117,0.016237943,,
0.147598147,0.016252616,,
0.147754163,0.016267283,,
0.147910193,0.016281947,,
0.148066208,0.016296597,,
0.148222238,0.016311243,,
0.148378253,0.016325882,,
0.148534283,0.016340515,,
0.148690298,0.016355136,,
0.148846328,0.016369754,,
0.149002358,0.016384363,,
0.149158373,0.016398963,,
0.149314404,0.016413562,,
0.149470419,0.016428148,,
0.149626449,0.016442729,,
0.149782464,0.016457301,,
0.149938494,0.016471865,,
0.150094524,0.016486429,,
0.150250539,0.016500976,,
0.150406569,0.016515521,,
0.150562584,0.016530057,,
0.150718614,0.01654459,,
0.15087463,0.016559111,,
0.15103066,0.016573628,,
0.15118669,0.016588137,,
0.151342705,0.016602639,,
0.151498735,0.016617134,,
0.15165475,0.01663162,,
0.15181078,0.016646104,,
0.151966795,0.016660577,,
0.152122825,0.016675042,,
0.152278841,0.016689502,,
0.152434871,0.016703956,,
0.152590901,0.016718401,,
0.152746916,0.01673284,,
0.152902946,0.016747274,,
0.153058961,0.016761698,,
0.153214991,0.016776115,,
0.153371006,0.016790526,,
0.153527036,0.016804932,,
0.153683066,0.016819326,,
0.153839082,0.016833719,,
0.153995112,0.016848102,,
0.154151127,0.016862476,,
0.154307157,0.016876847,,
0.154463172,0.016891209,,
0.154619202,0.016905567,,
0.154775217,0.016919915,,
0.154931247,0.016934255,,
0.155087277,0.016948594,,
0.155243292,0.016962921,,
0.155399323,0.016977243,,
0.155555338,0.016991556,,
0.155711368,0.017005866,,
0.155867383,0.017020166,,
0.156023413,0.01703446,,
